merge_date,avg_sentiment_neg,avg_sentiment_neu,avg_sentiment_pos,avg_sentiment_polarity,daily_news_count
2021-08-10,0.26398134,0.5454677,0.19055098,-0.07343036,21
2021-08-11,0.38433555,0.4043583,0.21130614,-0.17302941,22
2021-08-12,0.20435984,0.37892422,0.41671595,0.21235612,21
2021-08-13,0.48001498,0.2091993,0.3107857,-0.16922925,25
2021-08-14,0.54941344,0.23529597,0.21529058,-0.33412284,10
2021-08-15,0.45757225,0.32482764,0.21760012,-0.23997213,4
2021-08-16,0.28686175,0.20028833,0.5128499,0.22598818,20
2021-08-17,0.5473731,0.21704955,0.23557733,-0.31179574,22
2021-08-18,0.2595213,0.26771235,0.47276637,0.21324503,17
2021-08-19,0.2632956,0.19195946,0.5447449,0.28144935,26
2021-08-20,0.29505256,0.35319808,0.3517494,0.056696866,26
2021-08-21,0.6800748,0.15581633,0.16410889,-0.51596594,5
2021-08-22,0.87093425,0.11470258,0.014363184,-0.8565711,2
2021-08-23,0.5801233,0.297258,0.12261866,-0.4575047,15
2021-08-24,0.36514258,0.2605601,0.37429732,0.009154692,20
2021-08-25,0.40928915,0.32216695,0.2685439,-0.14074527,26
2021-08-26,0.5232772,0.38150236,0.09522043,-0.42805684,13
2021-08-27,0.49417987,0.21319848,0.2926216,-0.20155826,31
2021-08-28,0.807312,0.0500802,0.14260775,-0.66470426,4
2021-08-29,0.5591447,0.08633178,0.3545236,-0.20462108,1
2021-08-30,0.37821117,0.408215,0.21357386,-0.1646373,35
2021-08-31,0.3339422,0.23654428,0.42951348,0.09557127,37
2021-09-01,0.46809554,0.30555004,0.22635442,-0.24174112,31
2021-09-02,0.37018898,0.33562675,0.29418424,-0.07600478,42
2021-09-03,0.32989848,0.1256067,0.5444948,0.21459635,17
2021-09-04,0.717632,0.041643195,0.24072485,-0.4769071,3
2021-09-05,0.38722515,0.49748322,0.115291566,-0.2719336,2
2021-09-06,0.5898967,0.38334298,0.026760334,-0.56313634,3
2021-09-07,0.4518624,0.35319543,0.19494215,-0.25692025,38
2021-09-08,0.44792974,0.30836666,0.24370359,-0.20422615,31
2021-09-09,0.4878714,0.33834922,0.17377938,-0.31409204,23
2021-09-10,0.33318466,0.18549533,0.48132005,0.14813536,68
2021-09-11,0.45789143,0.17083015,0.37127843,-0.086613,8
